,0
755,performed the experiment
5113,performed the experiment 
5078,performed the experimental determinations
302,performed the experimental parts
4828,performed the experimental study
4756,performed the experimental work
54,performed the experiments
1275,performed the experiments 
6847,performed the experiments related to high sequencing
7277,performed the experiments related to high throughput sequencing
6845,performed the experiments related to viral detection
2750,performed the experiments with assistance from 
7002,performed the experiments with contributions from 
529,performed the experiments with help from 
1155,performed the field trial
5709,performed the field work 
5868,performed the flow experiments
5702,performed the flux data gap 
3419,performed the flux modeling
860,performed the formal analysis
3267,performed the functional analyses
3404,performed the functional characterization of 
4250,performed the gene expression experiment
1957,performed the genetic 
8079,performed the global river production modeling
6392,performed the grafting experiments
6540,performed the high measurements with assistance from 
4348,performed the high screen 
4253,performed the histological experiment
8214,performed the histology
7712,performed the histopathology of mouse skin
7713,performed the human dermatopathology 
5401,performed the i cell lines
1302,performed the image analysis from experimental results
6797,performed the imaging
2119,performed the imaging experiments
7047,performed the immunofluorescence staining 
1461,performed the immunohistochemistry
1223,performed the immunohistology analysis of samples from patient 
3957,performed the in situ heating experiment
5093,performed the in situ hybridizations
7622,performed the in vitro growth 
5236,performed the in vitro kinase assay
6265,performed the in vivo studies
5751,performed the initial bilateral pilot experiments in anesthetized rats that inspired the study
4445,performed the initial data analysis
5695,performed the initial data filtering
6767,performed the initial experiments
3795,performed the isotopic measurements
7946,performed the kinetic studies
6600,performed the labeling 
6599,performed the labelings 
6597,performed the labelings toggle line 
219,performed the laboratory work
5278,performed the large eddy simulations
7701,performed the light scattering experiments
6054,performed the lipid residue analyses
2159,performed the literature research
5092,performed the live confocal imaging
3204,performed the main experimental work
876,performed the majority of the data analyses with contributions from 
4369,performed the majority of the experiments
2633,performed the majority of the lab work
5869,performed the mathematical 
4157,performed the mathematical analyses
8167,performed the mathematical analysis
6393,performed the mathematical modeling
2321,performed the measurement 
6816,performed the measurements
1699,performed the measurements 
544,performed the mechanistic studies
